시군명,읍면동명,등록동물수(마리),(등록주체)시군구등록,(등록주체)대행업체등록,(등록주체)기타,(RFID종류)내장형,(RFID종류)외장형,(RFID종류)인식표,등록품종수,등록소유자수,동물소유자당등록동물수,해당동의등록대행업체수,데이터기준일자
가평군,가평읍,941,,,,596,294,51,,85.0,,3.0,2022-06-14
가평군,북면,289,,,,176,93,20,,185.0,,0.0,2022-06-14
가평군,상면,399,,,,217,153,29,,243.0,,0.0,2022-06-14
가평군,설악면,1111,,,,446,612,53,,625.0,,1.0,2022-06-14
가평군,조종면,416,,,,218,161,37,,274.0,,1.0,2022-06-14
가평군,청평면,861,,,,517,253,91,,594.0,,2.0,2022-06-14
고양시,가좌동,1354,6.0,1347.0,1.0,848,348,158,64.0,952.0,1.42,,2022-06-03
고양시,강매동,63,0.0,63.0,0.0,57,5,1,15.0,30.0,2.1,,2022-06-03
고양시,고양동,1577,19.0,1557.0,1.0,968,510,99,63.0,1182.0,1.33,,2022-06-03
고양시,관산동,1184,15.0,1169.0,0.0,672,442,70,60.0,855.0,1.38,,2022-06-03
고양시,구산동,152,2.0,150.0,0.0,97,42,13,31.0,90.0,1.69,,2022-06-03
고양시,내곡동,84,2.0,82.0,0.0,54,25,5,24.0,55.0,1.53,,2022-06-03
고양시,내유동,1233,18.0,1215.0,0.0,719,433,81,66.0,846.0,1.46,,2022-06-03
고양시,대자동,165,5.0,160.0,0.0,86,64,15,34.0,119.0,1.39,,2022-06-03
고양시,대장동,112,1.0,111.0,0.0,67,38,7,25.0,76.0,1.47,,2022-06-03
고양시,대화동,3964,28.0,3935.0,1.0,2619,1112,233,100.0,2950.0,1.34,,2022-06-03
고양시,덕은동,177,3.0,174.0,0.0,81,86,10,43.0,115.0,1.54,,2022-06-03
고양시,덕이동,2546,14.0,2532.0,0.0,1513,899,134,87.0,1697.0,1.5,,2022-06-03
고양시,도내동,1013,10.0,1003.0,0.0,558,413,42,56.0,779.0,1.3,,2022-06-03
고양시,동산동,1315,7.0,1308.0,0.0,719,518,78,63.0,716.0,1.84,,2022-06-03
고양시,마두동,2878,33.0,2840.0,5.0,1884,857,137,73.0,2296.0,1.25,,2022-06-03
고양시,문봉동,138,2.0,136.0,0.0,76,54,8,36.0,91.0,1.52,,2022-06-03
고양시,백석동,4380,40.0,4339.0,1.0,2764,1343,273,99.0,3231.0,1.36,,2022-06-03
고양시,법곳동,124,3.0,121.0,0.0,82,30,12,30.0,82.0,1.51,,2022-06-03
고양시,벽제동,253,1.0,252.0,0.0,167,74,12,35.0,142.0,1.78,,2022-06-03
고양시,북한동,6,0.0,6.0,0.0,1,4,1,4.0,4.0,1.5,,2022-06-03
고양시,사리현동,503,6.0,497.0,0.0,262,202,39,48.0,346.0,1.45,,2022-06-03
고양시,산황동,29,0.0,29.0,0.0,19,8,2,14.0,21.0,1.38,,2022-06-03
고양시,삼송동,1307,18.0,1287.0,2.0,681,532,94,69.0,941.0,1.39,,2022-06-03
고양시,선유동,84,1.0,83.0,0.0,64,19,1,18.0,22.0,3.82,,2022-06-03
고양시,설문동,283,5.0,277.0,1.0,176,90,17,44.0,154.0,1.84,,2022-06-03
고양시,성사동,2021,21.0,1999.0,1.0,1175,776,70,75.0,1553.0,1.3,,2022-06-03
고양시,성석동,1054,8.0,1045.0,1.0,662,312,80,69.0,644.0,1.64,,2022-06-03
고양시,식사동,2919,16.0,2901.0,2.0,1613,1117,189,86.0,2244.0,1.3,,2022-06-03
고양시,신원동,1181,21.0,1160.0,0.0,603,513,65,58.0,903.0,1.31,,2022-06-03
고양시,신평동,17,0.0,17.0,0.0,11,4,2,10.0,8.0,2.13,,2022-06-03
고양시,오금동,126,0.0,126.0,0.0,64,57,5,30.0,86.0,1.47,,2022-06-03
고양시,용두동,150,2.0,148.0,0.0,71,61,18,36.0,90.0,1.67,,2022-06-03
고양시,원당동,130,0.0,130.0,0.0,81,45,4,29.0,85.0,1.53,,2022-06-03
고양시,원흥동,1190,42.0,1148.0,0.0,626,492,72,65.0,867.0,1.37,,2022-06-03
고양시,일산동,5115,33.0,5081.0,1.0,3274,1547,294,86.0,3968.0,1.29,,2022-06-03
고양시,장항동,3771,40.0,3731.0,0.0,2264,1265,242,86.0,2609.0,1.45,,2022-06-03
고양시,정발산동,1963,19.0,1944.0,0.0,1264,578,121,77.0,1456.0,1.35,,2022-06-03
고양시,주교동,1346,13.0,1332.0,1.0,812,489,45,65.0,1015.0,1.33,,2022-06-03
고양시,주엽동,3668,28.0,3639.0,1.0,2282,1197,189,83.0,2942.0,1.25,,2022-06-03
고양시,중산동,3170,19.0,3148.0,3.0,2015,913,242,81.0,2435.0,1.3,,2022-06-03
고양시,지영동,53,0.0,53.0,0.0,34,17,2,21.0,38.0,1.39,,2022-06-03
고양시,지축동,456,10.0,445.0,1.0,255,173,28,41.0,318.0,1.43,,2022-06-03
고양시,탄현동,3664,24.0,3640.0,0.0,2312,1067,285,92.0,2861.0,1.28,,2022-06-03
고양시,토당동,2610,43.0,2567.0,0.0,1988,534,88,86.0,1628.0,1.6,,2022-06-03
고양시,풍동,2755,28.0,2726.0,1.0,1763,795,197,84.0,2133.0,1.29,,2022-06-03
고양시,행신동,5756,52.0,5701.0,3.0,3780,1683,293,93.0,4620.0,1.25,,2022-06-03
고양시,행주내동,81,4.0,77.0,0.0,53,19,9,24.0,60.0,1.35,,2022-06-03
고양시,행주외동,52,0.0,52.0,0.0,29,11,12,16.0,33.0,1.58,,2022-06-03
고양시,향동동,609,4.0,605.0,0.0,315,254,40,47.0,477.0,1.28,,2022-06-03
고양시,현천동,120,5.0,115.0,0.0,54,48,18,38.0,67.0,1.79,,2022-06-03
고양시,화전동,234,3.0,231.0,0.0,128,86,20,36.0,152.0,1.54,,2022-06-03
고양시,화정동,4312,42.0,4267.0,3.0,2778,1351,183,95.0,3476.0,1.24,,2022-06-03
고양시,효자동,30,3.0,27.0,0.0,21,8,1,15.0,20.0,1.5,,2022-06-03
과천시,갈현동,95,3.0,91.0,1.0,57,29,9,27.0,66.0,1.44,,2022-08-25
과천시,과천동,333,35.0,298.0,0.0,180,107,46,44.0,227.0,1.47,1.0,2022-08-25
과천시,관문동,4,0.0,4.0,0.0,1,3,0,4.0,3.0,1.33,,2022-08-25
과천시,막계동,7,1.0,6.0,0.0,4,3,0,6.0,5.0,1.4,,2022-08-25
과천시,문원동,318,13.0,305.0,0.0,177,101,40,43.0,254.0,1.25,,2022-08-25
과천시,별양동,630,19.0,611.0,0.0,367,213,50,47.0,530.0,1.19,3.0,2022-08-25
과천시,부림동,468,29.0,439.0,0.0,240,171,57,42.0,384.0,1.22,2.0,2022-08-25
과천시,원문동,440,21.0,419.0,0.0,265,145,30,43.0,369.0,1.19,1.0,2022-08-25
과천시,주암동,207,10.0,197.0,0.0,87,98,22,35.0,147.0,1.41,,2022-08-25
과천시,중앙동,472,29.0,443.0,0.0,287,138,47,45.0,340.0,1.39,,2022-08-25
광명시,가학동,78,6.0,72.0,0.0,38,28,12,16.0,56.0,1.39,,2022-04-18
광명시,광명동,5833,589.0,5243.0,0.0,3159,1893,781,88.0,4519.0,1.29,2.0,2022-04-18
광명시,노온사동,71,9.0,61.0,0.0,36,18,17,19.0,50.0,1.42,,2022-04-18
광명시,소하동,4257,269.0,3988.0,0.0,2604,1298,355,85.0,3286.0,1.3,6.0,2022-04-18
광명시,옥길동,33,0.0,33.0,0.0,19,12,2,12.0,23.0,1.43,,2022-04-18
광명시,일직동,686,18.0,668.0,0.0,396,229,61,48.0,541.0,1.27,2.0,2022-04-18
광명시,철산동,4604,332.0,4271.0,0.0,2720,1297,587,78.0,3638.0,1.26,4.0,2022-04-18
광명시,하안동,4599,289.0,4309.0,0.0,2674,1539,386,77.0,3585.0,1.28,3.0,2022-04-18
광주시,경안동,1032,103.0,928.0,1.0,630,272,130,63.0,734.0,1.41,3.0,2022-09-21
광주시,곤지암읍,1674,212.0,1462.0,0.0,986,428,260,76.0,1067.0,1.57,4.0,2022-09-21
광주시,남종면,124,36.0,87.0,1.0,46,39,39,31.0,62.0,2.0,,2022-09-21
광주시,남한산성면,189,17.0,172.0,0.0,130,35,24,26.0,95.0,1.99,,2022-09-21
광주시,도척면,751,167.0,582.0,2.0,363,202,186,68.0,427.0,1.76,,2022-09-21
광주시,목동,128,10.0,118.0,0.0,73,41,14,33.0,77.0,1.66,,2022-09-21
광주시,목현동,1110,114.0,996.0,0.0,625,347,138,65.0,791.0,1.4,,2022-09-21
광주시,삼동,537,70.0,466.0,1.0,312,139,86,52.0,390.0,1.38,,2022-09-21
광주시,송정동,1630,146.0,1484.0,0.0,894,526,210,79.0,1193.0,1.37,4.0,2022-09-21
광주시,실촌읍,1,0.0,0.0,1.0,1,0,0,1.0,1.0,1.0,,2022-09-21
광주시,쌍령동,1107,91.0,1013.0,3.0,660,318,129,59.0,823.0,1.35,1.0,2022-09-21
광주시,역동,562,26.0,536.0,0.0,328,178,56,44.0,451.0,1.25,1.0,2022-09-21
광주시,오포읍,9150,632.0,8512.0,6.0,4807,2964,1379,126.0,6299.0,1.45,5.0,2022-09-21
광주시,장지동,810,67.0,741.0,2.0,457,238,115,58.0,594.0,1.36,1.0,2022-09-21
